timestamp,counts per 10 seconds
1679697198.5351498,0
1679697209.306664,1
1679697219.8415842,1
1679697230.8427851,1
1679697241.6569989,1
1679697251.668683,0
1679697262.1203296,1
1679697272.1318467,0
1679697282.1434467,0
1679697292.1548889,0
1679697303.106991,2
1679697313.1671593,2
