timestamp,counts per 10 seconds
1679698086.0483212,0
1679698096.0599039,0
1679698106.0713935,0
1679698116.0827909,0
1679698126.0942402,0
1679698136.105786,0
1679698146.117413,0
1679698156.128894,0
1679698166.1402862,0
1679698176.5220969,1
1679698186.533698,0
1679698196.5451958,0
