timestamp,counts per 10 seconds
1679698897.636685,15
1679698907.9372754,4
1679698918.2346833,16
1679698929.1609285,9
1679698940.161008,13
1679698950.3773239,14
1679698960.9731135,8
1679698971.263117,13
1679698981.8578086,8
1679698991.948827,7
1679699002.689473,14
1679699012.7972338,17
