timestamp,counts per 10 seconds
1679699188.5550926,2
1679699199.2506833,3
1679699210.0329347,3
1679699220.1841729,5
1679699230.798384,5
1679699241.6361194,4
1679699251.9471,5
1679699262.5482035,5
1679699273.3204632,1
1679699283.33205,0
1679699293.8971696,2
1679699304.3121097,7
