timestamp,counts per 10 seconds
1679699346.531706,2
1679699357.1670969,3
1679699367.177255,0
1679699377.3439379,5
1679699387.605754,2
1679699398.4633443,5
1679699409.1989222,4
1679699419.8188295,3
1679699430.8192315,1
1679699441.275795,6
1679699452.1413531,1
1679699462.1529167,0
