timestamp,counts per 10 seconds
1679698425.2952957,11
1679698435.8027456,6
1679698445.8809526,7
1679698456.140157,7
1679698466.7707665,10
1679698477.5521014,8
1679698488.366875,8
1679698499.0133438,14
1679698509.834727,6
1679698520.4768686,9
1679698531.3797166,10
1679698541.9855802,14
