timestamp,counts per 10 seconds
1679697344.5236368,1
1679697355.0280368,2
1679697365.0391967,0
1679697375.0506094,0
1679697385.0621448,0
1679697395.0731385,0
1679697405.3581703,1
1679697415.3696902,0
1679697425.3812127,0
1679697435.9967215,1
1679697446.1304486,1
1679697456.1419435,0
