timestamp,counts per 10 seconds
1679697777.56137,0
1679697787.57317,0
1679697797.5847676,0
1679697807.5963838,0
1679697817.6079879,0
1679697827.6195464,0
1679697838.5013478,1
1679697848.5128899,0
1679697858.5243175,0
1679697868.5357745,0
1679697878.547336,0
1679697889.4360898,1
