timestamp,counts per 10 seconds
1679697020.7777486,23
1679697031.5646849,28
1679697041.642372,32
1679697052.0287576,25
1679697062.7613275,17
1679697073.0100038,21
1679697083.0743618,23
1679697093.0916903,27
1679697103.2992315,22
1679697113.552175,30
1679697124.096469,24
1679697134.3381755,25
