timestamp,counts per 10 seconds
1679697485.3664367,2
1679697495.812298,4
1679697505.8239937,0
1679697516.2561092,1
1679697526.6451147,3
1679697537.3911808,1
1679697548.2562423,1
1679697558.2677855,0
1679697568.2794437,0
1679697578.837047,2
1679697588.8486052,0
1679697599.0050192,1
