time,value,
1676676298,0.0382348752563717,
1676676300,0.5466755881723009,
1676676302,0.23241275260141103,
1676676304,0.13200246770384572,
1676676306,0.047472315127457754,
1676676308,0.803537059007063,
1676676310,0.7006893155655783,
1676676312,0.7934570389430234,
