timestamp,counts per 10 seconds
1679698761.6424882,5
1679698772.1757739,5
1679698783.1561193,15
1679698793.2100828,11
1679698803.338666,11
1679698813.5112789,10
1679698823.5838184,8
1679698833.584443,9
1679698844.5041435,11
1679698854.6310165,10
1679698865.6095035,16
1679698875.708568,16
