timestamp,counts per 10 seconds
1679697619.4140606,1
1679697629.4257064,0
1679697639.5949128,2
1679697649.6064372,0
1679697660.2309837,1
1679697670.2424903,0
1679697680.7913573,1
1679697690.802928,0
1679697700.8146102,0
1679697710.8263829,0
1679697720.83777,0
1679697731.0072613,1
