time,Concentration Units (Standard) PM 1.0,Concentration Units (Standard) PM 2.5,Concentration Units (Standard) PM 10.0,temperature,gas,pressure,humidity,altitude,
1676677913,0,1,1,22.5282421875,33913,1006.450561022836,16.353126982866364,56.7643992061119,
1676677914,0,1,1,22.5315625,34386,1006.4595375385165,16.333709534336826,56.68925528901605,
1676677916,0,0,0,22.5344921875,34642,1006.4593135242708,16.31916997936786,56.69113054320766,
1676677917,0,0,0,22.536640625,35077,1006.456072398244,16.34864363315763,56.718262494637784,
1676677918,0,0,0,22.5391796875,35523,1006.4551944413503,16.353663719016353,56.72561201547213,
1676677919,0,1,1,22.5409375,35826,1006.4564274507824,16.35864573613878,56.71529029320611,
1676677920,0,1,1,22.5450390625,36292,1006.4547461298073,16.36863933247072,56.72936490677022,
1676677922,0,1,1,22.54875,36545,1006.454120240415,16.37861480646203,56.73460433435725,
1676677923,0,0,0,22.5516796875,36866,1006.4538959719113,16.388552916041114,56.736481725161326,
1676677924,0,0,0,22.55421875,37259,1006.45130842415,16.40826870612228,56.75814256374656,
1676677925,0,0,0,22.5575390625,37695,1006.4534473143308,16.398636185621232,56.74023751711873,
1676677926,0,0,0,22.5594921875,37968,1006.4515883199,16.39873228840353,56.755799502731534,
1676677927,0,0,0,22.56203125,38280,1006.4541288824046,16.393959495571448,56.73453199076096,
1676677929,0,0,0,22.56515625,38421,1006.4559407773063,16.39901099771614,56.71936431471836,
1676677930,0,0,0,22.5676953125,38992,1006.4584813154333,16.41383062997345,56.698097081286804,
1676677931,0,0,0,22.57140625,39322,1006.459564489501,16.414013393446368,56.68902967862531,
1676677932,0,0,0,22.573359375,39544,1006.4628336824053,16.414109587633185,56.66166285235438,
1676677933,0,1,1,22.5766796875,39959,1006.4581346049064,16.399578078622838,56.70099944559923,
1676677935,0,1,1,22.5790234375,40266,1006.4603481501713,16.375205784077163,56.68246954972391,
1676677936,0,1,1,22.58078125,40617,1006.4615809379911,16.341018250177985,56.672149725396466,
1676677937,0,1,1,22.582734375,40815,1006.456302763641,16.31174455094797,56.71633406905971,
1676677938,0,1,1,22.5852734375,41055,1006.4537147506373,16.27272119911098,56.73799876033234,
1676677939,0,1,1,22.587421875,41297,1006.4556013072624,16.243474179346936,56.72220607369189,
1676677941,0,0,0,22.5895703125,41461,1006.4557783703418,16.238687730101553,56.72072384974493,
1676677942,0,0,0,22.5915234375,41750,1006.4487905414585,16.219219883482218,56.779220266504495,
1676677943,0,0,0,22.5946484375,42001,1006.4471830856938,16.209591805840844,56.792676624549884,
1676677944,0,0,0,22.596796875,42170,1006.4490695579397,16.204806559076374,56.77688456128166,
1676677945,0,0,0,22.59796875,42555,1006.4493214906786,16.21953399710336,56.774775580172516,
1676677947,0,0,0,22.59953125,42772,1006.4536462532208,16.219610149088002,56.73857216431823,
1676677948,1,1,1,22.6024609375,42904,1006.4534213034035,16.209972358700895,56.74045525923405,
1676677949,1,1,1,22.6036328125,43258,1006.4519636942849,16.195360124478558,56.752657172572285,
1676677950,1,1,1,22.60578125,43392,1006.4418834284023,16.205244088919564,56.83704131922143,
1676677951,1,1,1,22.6083203125,43709,1006.4461331448614,16.18580968122318,56.80146591454792,
1676677953,1,1,1,22.6102734375,43984,1006.4442735423925,16.18101569083727,56.81703308176881,
1676677954,1,1,1,22.6114453125,44170,1006.444525401426,16.17129527432567,56.81492470952787,
1676677955,1,1,1,22.6133984375,44404,1006.4460848534055,16.171390220186414,56.801870173327735,
1676677956,1,1,1,22.615546875,44451,1006.4496807508367,16.151942169639824,56.77176813975923,
1676677957,1,1,1,22.6175,44831,1006.447821075338,16.12760105488138,56.78733587389646,
1676677958,1,1,1,22.6192578125,44879,1006.4422153483945,16.12279972493785,56.834262732279825,
1676677960,1,1,1,22.6208203125,45024,1006.4414113851631,16.108216962194145,56.84099291488856,
1676677961,1,1,1,22.6227734375,45316,1006.4378420524318,16.1327436395327,56.8708727680851,
1676677962,1,1,1,22.62375,45562,1006.4394765208164,16.13279101472546,56.85719017890981,
1676677963,1,1,1,22.6258984375,45711,1006.4413627735474,16.147557151589364,56.8413998553452,
1676677964,1,1,1,22.6274609375,45911,1006.4422683384083,16.142745480058334,56.8338191394216,
1676677966,1,1,1,22.6294140625,46012,1006.4369893245386,16.133065800498706,56.878011197456345,
1676677967,1,1,1,22.631171875,46317,1006.4433505325148,16.15270099900675,56.824759821990334,
1676677968,1,1,1,22.6321484375,46626,1006.4432753971727,16.15274843000845,56.82538879846786,
1676677969,0,1,1,22.633515625,46626,1006.4387252391368,16.167479597213525,56.86347936444505,
1676677970,0,1,1,22.6352734375,46730,1006.4450864603224,16.17245374792366,56.810227952775605,
1676677972,0,1,1,22.636640625,47045,1006.4525035276831,16.182298306113267,56.748138126493096,
1676677973,0,1,1,22.6387890625,47070,1006.4458416644603,16.172624694987988,56.80390596362333,
1676677974,0,1,1,22.6407421875,47336,1006.4422720896284,16.172719668326977,56.83378773700908,
1676677975,0,1,1,22.6409375,47416,1006.4443085981646,16.158063470826974,56.8167396214854,
1676677976,1,2,2,22.6423046875,47740,1006.4465968218276,16.153241741481125,56.79758436983944,
1676677978,1,2,2,22.642890625,47877,1006.4475774895733,16.153270203375804,56.78937498320864,
1676677979,1,2,2,22.644453125,48042,1006.4450637160959,16.12890836091685,56.81041835003308,
1676677980,1,1,1,22.6466015625,48291,1006.4469498500126,16.11435240372732,56.7946290920629,
1676677981,1,1,1,22.6481640625,48263,1006.4512745924909,16.085113399981722,56.75842577509377,
1676677982,1,1,1,22.6493359375,48375,1006.4515262814369,16.07540020038483,56.75631883856282,
1676677984,1,1,1,22.6512890625,48487,1006.4513758688478,16.075494668207234,56.757577971195424,
1676677985,1,1,1,22.652265625,48712,1006.458139258269,16.056004478721388,56.70096049161744,
1676677986,1,1,1,22.65265625,48911,1006.45537373312,16.060907394339406,56.7241111343086,
1676677987,1,2,2,22.6534375,48997,1006.4532619786087,16.06094515158848,56.74178899562279,
1676677988,1,2,2,22.655,49141,1006.4610060514241,16.065904952883574,56.67696217301462,
1676677989,1,2,2,22.65578125,49228,1006.4537653076304,16.080596885633096,56.737575538826476,
1676677991,1,2,2,22.6565625,49257,1006.4584921780403,16.075749741077242,56.69800614883032,
1676677992,1,2,2,22.6579296875,49431,1006.4590707269364,16.100242811633485,56.69316303360715,
1676677993,1,2,2,22.658515625,49636,1006.4549223875662,16.100271193067737,56.727889423275315,
1676677994,1,2,2,22.66046875,49577,1006.4581912479281,16.110138129810096,56.700525278563084,
1676677995,1,2,2,22.6610546875,49932,1006.4540428850524,16.124826641354524,56.735251889566285,
1676677997,1,2,2,22.6622265625,49962,1006.4560041936887,16.134657986979995,56.71883344594485,
1676677998,1,2,2,22.6641796875,50111,1006.4541439975874,16.129865393660683,56.73440545894228,
1676677999,1,2,2,22.664765625,50141,1006.4517052815547,16.129893823429843,56.7548203944372,
1676678000,1,2,2,22.6653515625,50262,1006.4458471905373,16.12992225337519,56.80385970356261,
1676678001,1,1,1,22.6657421875,50322,1006.4499203231031,16.134828611170043,56.76976263169607,
1676678003,1,1,1,22.66671875,50443,1006.4447159788222,16.144651480349207,56.81332934082091,
1676678004,1,1,1,22.6676953125,50749,1006.442930996443,16.149586971426636,56.828271862401685,
1676678005,1,1,1,22.66828125,50934,1006.4387825570126,16.154503721622707,56.8629995406136,
1676678006,1,1,1,22.6704296875,51121,1006.4457976044946,16.159496640845287,56.804274799717206,
1676678007,1,1,1,22.67140625,51214,1006.4474319982859,16.16932182689351,56.790592922552484,
1676678009,1,1,3,22.67296875,51593,1006.4500470299513,16.164508822808067,56.76870194311333,
1676678010,1,1,3,22.6739453125,51625,1006.4551008409662,16.140114484367444,56.72639555991182,
1676678011,1,1,3,22.6747265625,51721,1006.458118072325,16.10594272997049,56.70113784226919,
1676678012,1,1,2,22.67609375,51625,1006.4638256673829,16.0913508246431,56.653358835182516,
1676678013,1,1,2,22.6762890625,51849,1006.4590234068124,16.081589233787312,56.69355915702514,
1676678015,1,1,2,22.6778515625,51881,1006.4582190165872,16.076779624367063,56.700292823052216,
1676678016,1,1,2,22.6782421875,52074,1006.4537436190412,16.081683754360828,56.737757097831306,
1676678017,1,1,2,22.6786328125,52107,1006.4441390574717,16.10613202809986,56.81815888739734,
1676678018,1,1,2,22.67921875,52269,1006.4519585679419,16.11593367500471,56.75270008615379,
1676678019,1,1,2,22.6798046875,52400,1006.4495197544421,16.125736203500207,56.77311587346771,
1676678020,1,1,2,22.68078125,52433,1006.4545735880877,16.145334419280896,56.73080928287412,
1676678022,1,1,2,22.6813671875,52598,1006.4572639484867,16.155139587320757,56.7082878408599,
1676678023,1,1,2,22.682734375,52664,1006.4561326350643,16.16009471813263,56.717758242548946,
1676678024,1,1,2,22.6833203125,52796,1006.4656619313429,16.179680125025918,56.63798728173131,
1676678025,1,1,2,22.68390625,52863,1006.4615133685595,16.199268995778294,56.67271535747713,
1676678026,1,1,3,22.6848828125,53064,1006.4563088151018,16.20909804974968,56.716283411316155,
1676678028,1,1,3,22.685078125,53098,1006.4515064808953,16.22378139253044,56.75648459268503,
1676678029,1,1,3,22.685859375,53233,1006.4459750266152,16.23849527075295,56.80278955846364,
1676678030,0,0,3,22.686640625,53131,1006.4387338171688,16.253211124699593,56.86340755536116,
1676678031,0,0,3,22.688203125,53267,1006.4362195497463,16.26307371751013,56.88445520686807,
1676678032,0,0,3,22.69015625,53368,1006.4429077424035,16.272956352582217,56.82846652776561,
1676678034,0,0,2,22.6911328125,53505,1006.4411225911797,16.292581020835343,56.843410484524846,
1676678035,0,0,2,22.69171875,53608,1006.4352641861693,16.297504477973288,56.8924528396991,
1676678036,0,0,2,22.69328125,53849,1006.4464279173523,16.307371221799638,56.798998307218206,
1676678037,0,0,2,22.6942578125,54092,1006.4480622703929,16.317210166838446,56.78531677812512,
1676678038,0,1,3,22.69484375,54303,1006.4473331202552,16.297657553710916,56.79142065222151,
1676678040,0,1,3,22.696796875,54373,1006.4523115918948,16.292858397781185,56.74974485655496,
1676678041,0,1,3,22.6985546875,54550,1006.4535436604241,16.253793304988545,56.739430986815194,
1676678042,0,1,3,22.699921875,54444,1006.4541219808556,16.229397449931295,56.734589764830446,
1676678043,0,1,3,22.7008984375,54586,1006.455756333781,16.204987692323417,56.72090832138337,
1676678044,0,1,2,22.701484375,54729,1006.4584467262873,16.180564108996215,56.69838663202829,
1676678045,0,1,2,22.701484375,54836,1006.4652858488438,16.175674318749305,56.64113550495309,
1676678047,0,1,2,22.7032421875,55016,1006.4630983544143,16.185539690927122,56.65944725272385,
1676678048,0,1,2,22.7036328125,54980,1006.4586227399054,16.180668677466905,56.696913196664994,
1676678049,0,1,2,22.7048046875,55161,1006.4657133321854,16.175835881680996,56.637557000345566,
1676678050,0,1,2,22.7067578125,55380,1006.468982057164,16.161262617118492,56.61019422649116,
1676678051,1,1,2,22.7071484375,55712,1006.4662162106926,16.1515037930027,56.633347357055634,
1676678053,1,1,2,22.7087109375,55637,1006.4602821856845,16.141802715498784,56.683021747158755,
1676678054,1,1,2,22.7098828125,55527,1006.4536943889607,16.10764669462588,56.738169211524365,
1676678055,0,1,2,22.71046875,55564,1006.4461259712598,16.083243625661986,56.80152596640157,
1676678056,0,1,2,22.7118359375,55564,1006.4552532503019,16.08330981377148,56.725119715952566,
1676678057,0,1,2,22.7133984375,55674,1006.4561583716356,16.073614279744728,56.71754279758438,
1676678059,0,1,2,22.713984375,55786,1006.4554291572161,16.058987434491108,56.72364717003896,
1676678060,0,1,2,22.7149609375,55860,1006.4639027506706,16.059034648802417,56.6527135626399,
1676678061,0,1,2,22.71671875,55972,1006.4651347435264,16.068889626741843,56.642400422549784,
1676678062,0,1,1,22.7176953125,55935,1006.4736083782723,16.05916685146659,56.57146702334997,
1676678063,0,1,1,22.71828125,56047,1006.4745889887113,16.06408009094373,56.56325829483309,
1676678065,0,1,1,22.71984375,56160,1006.4737842916265,16.06904080127303,56.56999444527358,
1676678066,1,1,1,22.721796875,56273,1006.4685038129479,16.07890626355925,56.614197644863744,
1676678067,1,1,1,22.72296875,56235,1006.467045340291,16.07896298746125,56.62640663890523,
1676678068,1,1,1,22.72375,56387,1006.4632232865124,16.069229776458048,56.65840143201643,
1676678069,1,1,1,22.7243359375,56539,1006.4607841988816,16.09857380309548,56.6788193290954,
1676678071,1,1,1,22.7243359375,56577,1006.4539448367058,16.074143538521362,56.73607266940282,
1676678072,1,1,1,22.7258984375,56730,1006.4497203523363,16.08887673484582,56.77143662754306,
1676678073,0,1,1,22.726875,56692,1006.4547743448805,16.098696843381106,56.72912871360496,
1676678074,0,1,1,22.728046875,56807,1006.4533158102706,16.098753632318704,56.74133836111928,
1676678075,0,1,1,22.7286328125,56885,1006.4611357978723,16.10366877459107,56.67587604901445,
1676678077,1,1,1,22.729609375,57156,1006.4542208368089,16.108603085504814,56.733762224491166,
1676678078,1,1,1,22.7301953125,57274,1006.444942282811,16.13306958921222,56.81143489662784,
1676678079,1,1,1,22.7315625,57195,1006.4421007031976,16.138024246405696,56.83522245639022,
1676678080,1,2,2,22.7317578125,57352,1006.4372979812953,16.13314545524938,56.87542734279792,
1676678081,1,2,2,22.733125,57628,1006.4395859574101,16.14787736228103,56.85627405540443,
1676678082,1,2,2,22.7341015625,57549,1006.4343807666427,16.123483278339197,56.899848212951255,
1676678084,1,1,1,22.735859375,57431,1006.4458717843004,16.12356858474995,56.80365382352768,
1676678085,1,1,1,22.735859375,57510,1006.4407421741657,16.108906142028975,56.84659505526869,
1676678086,1,1,1,22.7368359375,57549,1006.4406665680405,16.094292928337268,56.84722797412027,
1676678087,1,1,1,22.7380078125,57549,1006.4460474370395,16.113897619053713,56.80218339425954,
1676678088,1,1,1,22.7387890625,57787,1006.4473548535719,16.11882303337149,56.79123871785959,
1676678090,1,1,1,22.740546875,57867,1006.4588459578903,16.114020777859004,56.69504460704393,
1676678091,1,1,1,22.7403515625,57987,1006.4516795704358,16.128674562732854,56.75503562710282,
1676678092,1,1,1,22.741328125,58108,1006.4516039606945,16.123833992604553,56.755668570656006,
1676678093,1,1,1,22.7425,58229,1006.4501453127182,16.11411551764972,56.76787919832545,
1676678094,1,1,1,22.7434765625,58229,1006.4569092539499,16.114162888278177,56.71125704340168,
1676678096,1,1,1,22.7440625,58392,1006.4578898204833,16.104416769884857,56.703048572142734,
1676678097,1,1,1,22.7446484375,58555,1006.453740705384,16.08978493689168,56.73778148856628,
1676678098,1,1,1,22.7446484375,58596,1006.4622901757463,16.080012506355043,56.66621261018058,
1676678099,1,1,1,22.7446484375,58719,1006.4588703872932,16.080012506355043,56.69484010504255,
1676678100,1,1,1,22.7446484375,58884,1006.4554505992509,16.065355455026157,56.7234676752299,
1676678102,1,1,1,22.7446484375,58884,1006.4571604932207,16.075126609981936,56.709153880723626,
1676678103,1,1,1,22.746015625,58967,1006.4628682755035,16.07519278583174,56.66137326954855,
1676678104,1,1,1,22.746015625,59050,1006.4594484797808,16.060536318036906,56.690000811953354,
1676678105,1,1,1,22.746015625,59050,1006.4560286844685,16.07030708397025,56.71862842968354,
1676678106,1,1,1,22.746796875,59385,1006.462465801293,16.060574102233367,56.664742427967845,
1676678108,1,1,1,22.747578125,59385,1006.4603534214258,16.060611886741675,56.68242542335714,
1676678109,1,1,1,22.748359375,59470,1006.4633707459539,16.041110566830408,56.65716703251089,
1676678110,1,1,1,22.74875,59554,1006.4588947421721,16.03624518882607,56.694636226900634,
1676678111,1,1,1,22.749140625,59343,1006.4595484505497,16.026496183323186,56.68916394288768,
1676678112,0,0,0,22.74875,59217,1006.4588947421721,16.01671031534429,56.694636226900634,
1676678113,0,0,0,22.749921875,59343,1006.4659855925247,16.031417736589454,56.63527788321993,
1676678115,0,0,0,22.7503125,59724,1006.4700591236909,16.046089410018027,56.601178027060826,
1676678116,0,0,0,22.7512890625,59724,1006.4716934094414,16.041252107649846,56.58749732135455,
1676678117,0,0,0,22.752265625,59639,1006.4716177809602,16.036414992523856,56.58813041159165,
1676678118,0,0,0,22.751484375,59597,1006.4737301796496,16.031493184382924,56.57044741888463,
1676678119,0,0,0,22.749921875,59809,1006.4728252270969,16.026533896416723,56.57802281726503,
1676678121,0,0,0,22.750703125,59895,1006.4758425706978,16.041223799135523,56.55276452019039,
1676678122,0,0,0,22.750703125,59938,1006.4758425706978,16.046108287431498,56.55276452019039,
1676678123,0,0,0,22.7503125,59852,1006.4717690334531,16.05097410574179,56.58686426857588,
1676678124,0,0,0,22.749921875,60153,1006.4625657758545,16.060725242137643,56.663905529185435,
1676678125,0,0,0,22.749921875,59938,1006.4694054096054,16.055840126390112,56.60665031258471,
1676678127,0,0,0,22.7503125,60413,1006.4683492140312,16.075400773296494,56.6154918043808,
1676678128,0,0,0,22.7512890625,60067,1006.469983497112,16.085220225520388,56.60181110220332,
1676678129,0,0,0,22.7503125,60240,1006.4615095764193,16.0949459340633,56.67274710195199,
1676678130,0,1,1,22.7508984375,60283,1006.4624901397683,16.099861157157275,56.66453868772968,
1676678131,0,1,1,22.751484375,60326,1006.4720202666837,16.10966387089734,56.58476118160217,
1676678133,0,1,1,22.7524609375,60501,1006.4753644689906,16.12926246022176,56.5567667235236,
1676678134,0,1,1,22.753828125,60501,1006.4708127984794,16.143994547308086,56.594868967197655,
1676678135,0,1,1,22.7540234375,60545,1006.4728495741183,16.15378224406303,56.577819007184175,
1676678136,0,1,1,22.7540234375,60808,1006.4728495741183,16.163561300477177,56.577819007184175,
1676678137,0,1,1,22.755390625,60808,1006.471717724419,16.163627808402058,56.587293779329656,
1676678139,0,1,1,22.7563671875,60808,1006.4716420776787,16.168565192748225,56.5879270224027,
1676678140,0,1,1,22.7579296875,60852,1006.4776767817497,16.17842165974025,56.537410300266714,
1676678141,0,1,1,22.758125,60897,1006.4814235001606,16.16865072847967,56.506046510769025,
1676678142,0,1,1,22.758125,61074,1006.4848433622985,16.16376082713325,56.47741891849838,
1676678143,0,1,1,22.7587109375,60852,1006.4806941410828,16.154010151236946,56.51215197008434,
1676678144,0,1,1,22.758515625,61030,1006.482077215756,16.158890136204004,56.50057426551382,
1676678146,0,1,1,22.7579296875,61119,1006.4845165034791,16.14908290494394,56.48015504322997,
1676678147,0,1,1,22.7575390625,61253,1006.483862785932,16.14906391757185,56.48562729408106,
1676678148,0,1,1,22.758515625,61343,1006.482077215756,16.158890136204004,56.50057426551382,
1676678149,0,1,1,22.758515625,61433,1006.4837871478417,16.16377983012276,56.48626045855586,
1676678150,0,1,1,22.7587109375,61659,1006.4772742763571,16.154010151236946,56.540779679573184,
1676678152,0,1,1,22.7591015625,61841,1006.4796379223123,16.163808334754034,56.520993575761764,
1676678153,0,1,1,22.7587109375,61932,1006.4772742763571,16.154010151236946,56.540779679573184,
1676678154,0,1,1,22.758515625,62024,1006.4701076940318,16.134444855522528,56.60077144151687,
1676678155,0,1,1,22.7594921875,61978,1006.4717419648689,16.129603854566074,56.58709086118883,
1676678156,0,1,1,22.7596875,62024,1006.4703588846602,16.10517435773818,56.598668708358325,
1676678158,0,1,1,22.7606640625,61750,1006.4685732797808,16.114996691332653,56.61361613267844,
1676678159,0,1,1,22.76125,61932,1006.469553838398,16.119912935847754,56.6054078047075,
1676678160,0,1,1,22.7606640625,61750,1006.4737030908859,16.124772521909502,56.5706741800581,
1676678161,0,1,1,22.7610546875,62255,1006.4743567998038,16.13456817535914,56.56520195671394,
1676678162,1,1,1,22.7610546875,62116,1006.4794866150365,16.13456817535914,56.52226016934187,
1676678164,1,1,1,22.7606640625,62487,1006.4668633429511,16.13454920286132,56.627930154543805,
1676678165,1,1,1,22.7606640625,62347,1006.4754130281264,16.12966075608854,56.55636023351319,
1676678166,1,1,1,22.7626171875,62394,1006.4786815792822,16.124867333509062,56.52899912824992,
1676678167,1,1,1,22.7628125,62440,1006.4790084345668,16.119988764770884,56.52626302026659,
1676678168,1,1,1,22.7626171875,62487,1006.480391521965,16.11997928608705,56.51468519347752,
1676678169,0,1,1,22.7622265625,62768,1006.4780278688056,16.105297477574847,56.53447134559955,
1676678171,0,1,1,22.7626171875,62580,1006.4735517518504,16.105316419381236,56.57194104555272,
1676678172,0,1,1,22.7628125,62674,1006.4670388349258,16.10043869068135,56.626461095882476,
1676678173,1,1,1,22.7622265625,62674,1006.4626383988937,16.105297477574847,56.66329759324783,
1676678174,0,0,0,22.763203125,62674,1006.4608527648744,16.105344832237357,56.67824535434447,
1676678175,0,0,0,22.7633984375,62721,1006.4697293338497,16.105354303228467,56.60393872011908,
1676678177,0,0,0,22.763203125,62768,1006.4694024816768,16.11511987961733,56.60667482248192,
1676678178,0,1,1,22.7626171875,62815,1006.4718418095786,16.129755593524436,56.58625505564557,
1676678179,0,1,1,22.763203125,62768,1006.4745323129902,16.120007722197197,56.563732729344444,
1676678180,0,1,1,22.7637890625,63051,1006.4703830382869,16.134700985035607,56.59846651679114,
1676678181,0,1,1,22.764765625,62862,1006.4737272478575,16.129859916963532,56.57047196103813,
1676678183,0,0,0,22.7649609375,63099,1006.4774739980656,16.124981110010243,56.539107805706685,
1676678184,0,0,0,22.7657421875,62957,1006.4770714636376,16.12013094737465,56.54247742861851,
1676678185,0,0,0,22.7649609375,63147,1006.4791839468478,16.1054300718607,56.524793805973836,
1676678186,0,1,1,22.764765625,63194,1006.4788570922938,16.11030803877743,56.52752990745571,
1676678187,0,1,1,22.764375,63338,1006.4730735420453,16.100514438173704,56.57594416115225,
1676678189,0,1,1,22.7637890625,63434,1006.4686730931193,16.095599032759008,56.612780587616776,
1676678190,0,1,1,22.7641796875,63820,1006.4710367428472,16.090731172009026,56.592994315308815,
1676678191,0,2,2,22.7653515625,63482,1006.4712879078247,16.081014974027926,56.59089179844557,
1676678192,0,2,2,22.7653515625,63626,1006.4678680092543,16.061471568550143,56.619520007887196,
1676678193,0,2,2,22.7649609375,63675,1006.4620844636474,16.05168225586517,56.66793465074597,
1676678195,0,2,2,22.7659375,63869,1006.4654286607075,16.032191135506785,56.63994001282161,
1676678196,0,2,2,22.7653515625,64113,1006.4593182646246,16.02727879378848,56.691090861047776,
1676678197,0,2,2,22.7649609375,64064,1006.460374515892,16.007725903413256,56.68224883879963,
1676678198,0,2,2,22.7657421875,64310,1006.4599719611324,15.983350774706642,56.68561867826268,
1676678199,0,2,2,22.7665234375,64113,1006.4664092105974,15.963861941276308,56.63173173714779,
1676678200,0,2,2,22.7669140625,64064,1006.4653529574794,15.949238105687789,56.64057373195791,
1676678202,0,2,2,22.7673046875,64064,1006.4625867483908,15.9346161524879,56.663729965632484,
1676678203,0,2,2,22.7675,64064,1006.4646235515303,15.924866104197621,56.646679662572346,
1676678204,0,2,2,22.7684765625,64310,1006.4645478401231,15.924912983334055,56.6473134505867,
1676678205,1,2,2,22.7680859375,64113,1006.4638941427562,15.924894231621469,56.652785620423025,
1676678206,1,2,2,22.7684765625,64261,1006.4645478401231,15.92979260457963,56.6473134505867,
1676678208,1,2,2,22.7680859375,64162,1006.4638941427562,15.949294437919026,56.652785620423025,
1676678209,1,2,2,22.7680859375,64310,1006.4638941427562,15.96393711280539,56.652785620423025,
1676678210,1,2,2,22.7684765625,64310,1006.4577080120945,15.968837227865,56.70457051726817,
1676678211,1,2,2,22.7688671875,64261,1006.4566517474939,15.983501283202695,56.71341267009671,
1676678212,1,2,2,22.769453125,64558,1006.4593422453694,16.003059520759436,56.69089011490586,
1676678214,1,2,2,22.769453125,64508,1006.4576322859491,16.003059520759436,56.70520443218647,
1676678215,1,2,2,22.769453125,64409,1006.4507924492946,16.007942556404764,56.7624618896297,
1676678216,1,2,2,22.76984375,64409,1006.4480262176326,16.00796139628108,56.78561858352484,
1676678217,1,2,2,22.7700390625,64409,1006.4466431003998,16.003087772848684,56.79719696153028,
1676678218,1,2,2,22.769453125,64708,1006.4439526142826,16.003059520759436,56.81971964839411,
1676678220,1,2,2,22.769453125,64708,1006.4456625728817,16.007942556404764,56.805405180452915,
1676678221,1,2,2,22.769453125,64908,1006.4422426557863,15.99817669770617,56.83403413517034,
1676678222,1,2,2,22.76984375,65110,1006.4411863791704,15.988430508573362,56.84287649859986,
1676678223,1,2,2,22.7690625,65110,1006.4398790157376,15.963984095640976,56.853820784804036,
1676678224,1,2,2,22.7688671875,65212,1006.4395521749561,15.959093584473612,56.8565568575092,
1676678226,1,2,2,22.769453125,65262,1006.4422426557863,15.949360159736612,56.83403413517034,
1676678227,1,1,1,22.7704296875,65212,1006.4472967855653,15.93476624984801,56.79172481789173,
1676678228,0,0,0,22.770625,65364,1006.4510435521074,15.934775631097496,56.7603598589141,
1676678229,0,0,0,22.77140625,65110,1006.4489309990157,15.925053623644235,56.778044466896354,
1676678230,0,0,0,22.771015625,65364,1006.4482773135437,15.925034871351473,56.78351660590858,
1676678231,0,0,0,22.771015625,65518,1006.4465673506731,15.929914526207112,56.79783107949487,
1676678233,0,0,0,22.7704296875,65672,1006.4507167084107,15.925006743057365,56.76309593145193,
1676678234,0,0,0,22.770625,65415,1006.4442037046912,15.900621059589552,56.817617709953936,
1676678235,0,0,0,22.7721875,65364,1006.4485284042541,15.900695965493433,56.78141467225222,
1676678236,1,1,1,22.77296875,65415,1006.4447058699074,15.91049086700672,56.81341396494344,
1676678237,0,1,1,22.7719921875,65262,1006.4482015619141,15.900686602187855,56.784150738967774,
